,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany
1003,25,Stayed,1,Bachelor's degree,Technical Degree,Low,Male,Great,Excellent,3229,11,Great,Good,80,Good,3
1004,26,Stayed,7,Bachelor's degree,Other,Great,Male,Excellent,Low,3578,12,Great,Excellent,80,Great,7
1005,29,Stayed,17,Bachelor's degree,Other,Good,Male,Good,Low,7988,13,Great,Low,80,Good,10
1006,49,Churned,28,College,Life Sciences,Low,Male,Good,Low,4284,20,Excellent,Low,80,Great,4
1007,29,Churned,14,Below College,Other,Great,Female,Great,Excellent,7553,12,Great,Low,80,Great,8
1008,54,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Excellent,17328,19,Great,Excellent,80,Good,20
1009,58,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Low,19701,21,Excellent,Great,80,Great,9
1010,55,Stayed,1,Master's degree,Medical,Good,Male,Excellent,Excellent,14732,13,Great,Excellent,80,Excellent,7
1011,36,Stayed,3,Master's degree,Marketing,Low,Female,Great,Good,9278,16,Great,Excellent,80,Great,5
1012,31,Churned,1,Master's degree,Life Sciences,Good,Female,Low,Great,1359,12,Great,Good,80,Great,1
1013,30,Stayed,7,Master's degree,Marketing,Excellent,Female,Great,Low,4779,14,Great,Good,80,Great,3
1014,31,Stayed,8,PhD,Life Sciences,Low,Female,Great,Good,16422,11,Great,Great,80,Excellent,3
1015,34,Stayed,1,Master's degree,Other,Excellent,Male,Great,Low,2996,14,Great,Great,80,Great,4
1016,31,Churned,8,Bachelor's degree,Life Sciences,Low,Female,Good,Good,1261,12,Great,Great,80,Excellent,1
1017,27,Stayed,11,Below College,Life Sciences,Good,Male,Great,Low,2099,14,Great,Good,80,Excellent,5
1018,36,Stayed,4,Master's degree,Life Sciences,Low,Male,Good,Excellent,5810,16,Great,Great,80,Good,10
1019,36,Stayed,16,Master's degree,Marketing,Great,Female,Good,Low,5647,13,Great,Low,80,Good,3
1020,47,Stayed,1,Bachelor's degree,Technical Degree,Low,Male,Great,Excellent,3420,12,Great,Great,80,Good,6
1021,25,Churned,9,College,Life Sciences,Low,Male,Good,Low,4400,12,Great,Low,80,Great,3
1022,37,Stayed,5,College,Technical Degree,Great,Male,Excellent,Great,3500,14,Great,Low,80,Low,6
1023,56,Stayed,1,College,Life Sciences,Low,Female,Great,Low,2066,22,Excellent,Excellent,80,Excellent,3
1024,47,Stayed,2,Master's degree,Medical,Low,Female,Great,Great,17169,19,Great,Good,80,Excellent,20
1025,24,Stayed,4,Below College,Medical,Excellent,Female,Great,Great,4162,12,Great,Great,80,Great,5
1026,32,Stayed,7,PhD,Marketing,Excellent,Male,Great,Excellent,9204,12,Great,Great,80,Good,4
1027,34,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Good,3294,17,Great,Low,80,Good,5
1028,41,Stayed,5,PhD,Medical,Good,Male,Excellent,Great,2127,12,Great,Low,80,Good,4
1029,40,Stayed,9,Master's degree,Other,Great,Male,Great,Great,3975,11,Great,Great,80,Excellent,8
1030,31,Stayed,8,College,Life Sciences,Low,Male,Great,Excellent,10793,18,Great,Low,80,Great,13
1031,46,Churned,9,Bachelor's degree,Marketing,Low,Male,Great,Excellent,10096,11,Great,Low,80,Excellent,7
1032,39,Churned,2,Bachelor's degree,Life Sciences,Low,Female,Good,Low,3646,23,Excellent,Good,80,Excellent,1
1033,31,Churned,1,PhD,Life Sciences,Great,Female,Excellent,Good,7446,11,Great,Low,80,Great,10
1034,45,Stayed,20,Bachelor's degree,Medical,Good,Male,Low,Low,10851,18,Great,Good,80,Great,7
1035,31,Stayed,8,College,Medical,Excellent,Female,Excellent,Good,2109,18,Great,Excellent,80,Great,3
1036,31,Churned,2,Bachelor's degree,Life Sciences,Good,Male,Great,Excellent,3722,13,Great,Great,80,Low,2
1037,45,Stayed,29,Bachelor's degree,Technical Degree,Good,Male,Great,Excellent,9380,18,Great,Excellent,80,Excellent,3
1038,48,Stayed,7,Bachelor's degree,Marketing,Great,Male,Great,Low,5486,11,Great,Low,80,Great,2
1039,34,Churned,9,Master's degree,Technical Degree,Low,Female,Great,Great,2742,15,Great,Excellent,80,Great,2
1040,40,Stayed,8,Below College,Medical,Excellent,Male,Good,Good,13757,11,Great,Great,80,Great,9
1041,28,Stayed,5,Bachelor's degree,Medical,Excellent,Male,Great,Low,8463,18,Great,Excellent,80,Great,5
1042,44,Stayed,5,Bachelor's degree,Life Sciences,Great,Male,Good,Great,3162,14,Great,Excellent,80,Great,5
1043,53,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Excellent,Good,16598,12,Great,Good,80,Good,9
1044,49,Stayed,5,Master's degree,Technical Degree,Low,Male,Great,Great,6651,14,Great,Good,80,Good,3
1045,40,Stayed,2,Bachelor's degree,Medical,Great,Male,Great,Great,2345,14,Great,Great,80,Excellent,3
1046,44,Stayed,20,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,3420,13,Great,Great,80,Good,5
1047,33,Stayed,7,Bachelor's degree,Medical,Excellent,Male,Great,Low,4373,14,Great,Low,80,Great,4
1048,34,Stayed,3,Bachelor's degree,Other,Excellent,Male,Low,Low,4759,18,Great,Excellent,80,Great,13
1049,30,Stayed,16,Below College,Life Sciences,Excellent,Male,Great,Great,5301,15,Great,Great,80,Good,2
1050,42,Stayed,9,College,Medical,Low,Female,Great,Excellent,3673,13,Great,Great,80,Great,12
1051,44,Stayed,1,PhD,Marketing,Low,Female,Great,Great,4768,12,Great,Great,80,Good,1
1052,30,Stayed,7,Bachelor's degree,Technical Degree,Great,Male,Great,Great,1274,13,Great,Good,80,Good,1
1053,57,Stayed,1,College,Life Sciences,Good,Male,Excellent,Great,4900,24,Excellent,Low,80,Good,12
1054,49,Stayed,7,Master's degree,Life Sciences,Great,Male,Great,Good,10466,14,Great,Good,80,Great,8
1055,34,Stayed,15,Bachelor's degree,Medical,Good,Male,Great,Low,17007,14,Great,Excellent,80,Good,14
1056,28,Churned,1,Bachelor's degree,Technical Degree,Low,Male,Great,Great,2909,15,Great,Excellent,80,Excellent,3
1057,29,Churned,13,Bachelor's degree,Technical Degree,Low,Female,Great,Good,5765,11,Great,Low,80,Low,5
1058,34,Churned,24,Master's degree,Medical,Low,Female,Good,Good,4599,23,Excellent,Great,80,Excellent,15
1059,35,Stayed,7,Below College,Life Sciences,Excellent,Male,Great,Great,2404,13,Great,Low,80,Great,1
1060,24,Churned,9,Bachelor's degree,Medical,Good,Male,Great,Low,3172,11,Great,Great,80,Good,0
1061,24,Stayed,13,College,Life Sciences,Excellent,Female,Great,Good,2033,13,Great,Great,80,Great,1
1062,44,Stayed,2,Below College,Medical,Good,Male,Great,Great,10209,18,Great,Good,80,Good,2
1063,29,Stayed,19,Bachelor's degree,Life Sciences,Great,Male,Good,Great,8620,14,Great,Great,80,Great,10
1064,30,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Great,2064,21,Excellent,Low,80,Excellent,5
1065,55,Stayed,4,Master's degree,Life Sciences,Excellent,Male,Great,Great,4035,16,Great,Good,80,Great,3
1066,33,Stayed,4,Master's degree,Medical,Low,Female,Good,Good,3838,11,Great,Excellent,80,Great,5
1067,47,Stayed,14,Bachelor's degree,Medical,Great,Female,Great,Great,4591,17,Great,Great,80,Good,5
1068,28,Churned,2,College,Medical,Great,Male,Good,Low,2561,11,Great,Great,80,Good,0
1069,28,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Good,Great,1563,14,Great,Excellent,80,Low,1
1070,28,Stayed,7,Bachelor's degree,Life Sciences,Great,Male,Great,Low,4898,14,Great,Excellent,80,Great,4
1071,49,Stayed,3,College,Medical,Great,Female,Good,Low,4789,25,Excellent,Low,80,Great,3
1072,29,Stayed,2,Below College,Life Sciences,Excellent,Female,Great,Good,3180,13,Great,Great,80,Great,3
1073,28,Stayed,29,Below College,Life Sciences,Great,Male,Low,Good,6549,14,Great,Good,80,Good,8
1074,33,Stayed,8,PhD,Life Sciences,Excellent,Male,Great,Great,6388,17,Great,Low,80,Great,0
1075,32,Stayed,10,Bachelor's degree,Medical,Great,Male,Great,Excellent,11244,25,Excellent,Good,80,Excellent,5
1076,54,Stayed,11,Master's degree,Medical,Good,Female,Great,Excellent,16032,20,Excellent,Low,80,Great,14
1077,29,Churned,1,Master's degree,Technical Degree,Low,Male,Good,Low,2362,13,Great,Great,80,Low,9
1078,44,Stayed,28,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,16328,13,Great,Great,80,Excellent,20
1079,39,Stayed,6,Bachelor's degree,Life Sciences,Good,Female,Great,Good,8376,18,Great,Excellent,80,Great,2
1080,46,Stayed,3,Bachelor's degree,Life Sciences,Great,Female,Great,Good,16606,12,Great,Excellent,80,Excellent,13
1081,35,Stayed,16,Bachelor's degree,Life Sciences,Excellent,Female,Good,Good,8606,19,Great,Excellent,80,Low,11
1082,23,Stayed,20,Below College,Life Sciences,Low,Male,Great,Great,2272,14,Great,Good,80,Great,4
1083,40,Churned,9,Master's degree,Life Sciences,Excellent,Male,Great,Low,2018,14,Great,Good,80,Low,5
1084,34,Stayed,1,Bachelor's degree,Technical Degree,Excellent,Male,Good,Great,7083,14,Great,Excellent,80,Great,10
1085,31,Churned,3,Bachelor's degree,Life Sciences,Excellent,Female,Great,Great,4084,12,Great,Low,80,Low,7
1086,50,Stayed,22,PhD,Medical,Great,Male,Low,Excellent,14411,13,Great,Excellent,80,Great,32
1087,34,Stayed,7,College,Technical Degree,Good,Male,Great,Great,2308,25,Excellent,Good,80,Great,11
1088,42,Stayed,2,Bachelor's degree,Medical,Great,Male,Good,Good,4841,14,Great,Good,80,Great,1
1089,37,Stayed,13,Bachelor's degree,Medical,Low,Male,Great,Excellent,4285,17,Great,Low,80,Great,10
1090,29,Stayed,8,Below College,Other,Great,Female,Low,Low,9715,13,Great,Great,80,Great,7
1091,33,Stayed,25,Bachelor's degree,Life Sciences,Excellent,Male,Good,Good,4320,13,Great,Excellent,80,Great,5
1092,45,Stayed,28,Bachelor's degree,Technical Degree,Excellent,Male,Great,Excellent,2132,20,Excellent,Excellent,80,Great,5
1093,42,Stayed,2,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,10124,14,Great,Great,80,Low,20
1094,40,Stayed,9,College,Medical,Low,Male,Great,Low,5473,12,Great,Excellent,80,Excellent,8
1095,33,Stayed,28,Master's degree,Life Sciences,Good,Male,Great,Great,5207,12,Great,Good,80,Great,15
1096,40,Stayed,6,College,Medical,Great,Male,Great,Excellent,16437,21,Excellent,Excellent,80,Great,21
1097,24,Stayed,21,College,Technical Degree,Great,Male,Good,Low,2296,14,Great,Good,80,Great,1
1098,40,Stayed,8,College,Life Sciences,Excellent,Male,Great,Excellent,4069,18,Great,Great,80,Great,2
1099,45,Stayed,1,Master's degree,Technical Degree,Low,Male,Great,Good,7441,12,Great,Low,80,Great,10
1100,35,Stayed,28,Master's degree,Life Sciences,Good,Female,Good,Great,2430,23,Excellent,Low,80,Great,5
1101,32,Stayed,5,College,Life Sciences,Excellent,Female,Good,Good,5878,12,Great,Low,80,Great,7
1102,36,Stayed,2,Master's degree,Life Sciences,Great,Male,Great,Excellent,2644,21,Excellent,Excellent,80,Good,3
1103,48,Stayed,16,Master's degree,Life Sciences,Great,Female,Great,Great,6439,14,Great,Great,80,Great,8
1104,29,Stayed,9,Bachelor's degree,Life Sciences,Great,Male,Excellent,Great,2451,18,Great,Low,80,Good,1
1105,33,Stayed,8,Master's degree,Life Sciences,Low,Male,Great,Low,6392,13,Great,Excellent,80,Low,2
1106,30,Churned,1,Bachelor's degree,Life Sciences,Good,Male,Good,Low,9714,11,Great,Excellent,80,Great,10
1107,38,Stayed,10,Master's degree,Human Resources,Great,Male,Great,Great,6077,11,Great,Great,80,Great,6
1108,35,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Good,Low,2450,19,Great,Good,80,Great,3
1109,30,Stayed,29,Master's degree,Technical Degree,Great,Male,Great,Good,9250,12,Great,Good,80,Great,4
1110,35,Churned,2,Bachelor's degree,Life Sciences,Low,Female,Great,Low,2074,12,Great,Excellent,80,Great,1
1111,53,Churned,2,PhD,Technical Degree,Great,Female,Good,Excellent,10169,16,Great,Good,80,Great,33
1112,38,Churned,2,Bachelor's degree,Medical,Great,Male,Great,Good,4855,11,Great,Low,80,Great,5
1113,32,Stayed,1,Master's degree,Technical Degree,Excellent,Male,Great,Low,4087,14,Great,Good,80,Good,6
1114,48,Stayed,15,Master's degree,Other,Great,Female,Great,Low,2367,12,Great,Excellent,80,Good,8
1115,34,Stayed,7,Master's degree,Medical,Low,Male,Great,Excellent,2972,13,Great,Great,80,Low,1
1116,55,Stayed,26,PhD,Marketing,Great,Male,Good,Excellent,19586,21,Excellent,Great,80,Great,36
1117,34,Stayed,1,Master's degree,Life Sciences,Good,Male,Great,Excellent,5484,17,Great,Good,80,Good,2
1118,26,Stayed,3,Bachelor's degree,Life Sciences,Low,Female,Great,Excellent,2061,21,Excellent,Low,80,Great,1
1119,38,Stayed,14,Bachelor's degree,Life Sciences,Great,Male,Great,Good,9924,11,Great,Excellent,80,Great,9
1120,38,Stayed,16,Bachelor's degree,Life Sciences,Good,Female,Great,Good,4198,12,Great,Good,80,Excellent,3
1121,36,Stayed,1,Master's degree,Life Sciences,Good,Female,Great,Great,6815,13,Great,Low,80,Great,1
1122,29,Stayed,3,Below College,Medical,Good,Male,Great,Low,4723,18,Great,Excellent,80,Great,10
1123,35,Stayed,10,Master's degree,Medical,Low,Female,Great,Great,6142,16,Great,Great,80,Great,5
1124,39,Stayed,6,Bachelor's degree,Medical,Excellent,Male,Excellent,Great,8237,11,Great,Low,80,Great,7
1125,29,Stayed,2,Below College,Life Sciences,Low,Male,Great,Excellent,8853,19,Great,Excellent,80,Excellent,6
1126,50,Stayed,9,Bachelor's degree,Marketing,Great,Male,Great,Great,19331,16,Great,Great,80,Great,1
1127,23,Stayed,10,Bachelor's degree,Technical Degree,Excellent,Male,Excellent,Great,2073,16,Great,Excellent,80,Great,2
1128,36,Stayed,6,Master's degree,Life Sciences,Low,Male,Excellent,Low,5562,13,Great,Excellent,80,Great,3
1129,42,Stayed,9,College,Other,Excellent,Male,Good,Excellent,19613,22,Excellent,Excellent,80,Great,1
1130,35,Stayed,28,Bachelor's degree,Life Sciences,Good,Male,Excellent,Great,3407,17,Great,Excellent,80,Good,10
1131,34,Stayed,10,Master's degree,Technical Degree,Excellent,Male,Good,Great,5063,14,Great,Good,80,Good,8
1132,40,Stayed,14,College,Life Sciences,Excellent,Female,Great,Low,4639,15,Great,Great,80,Great,5
1133,43,Stayed,27,Bachelor's degree,Technical Degree,Excellent,Male,Excellent,Good,4876,12,Great,Great,80,Great,6
1134,35,Stayed,7,College,Life Sciences,Great,Male,Good,Excellent,2690,18,Great,Excellent,80,Good,1
1135,46,Stayed,1,Master's degree,Life Sciences,Excellent,Male,Excellent,Low,17567,15,Great,Good,80,Low,26
1136,28,Churned,24,Bachelor's degree,Medical,Great,Male,Great,Good,2408,17,Great,Great,80,Great,1
1137,22,Stayed,26,College,Other,Good,Female,Good,Great,2814,14,Great,Good,80,Good,4
1138,50,Stayed,20,PhD,Medical,Good,Male,Great,Great,11245,15,Great,Great,80,Great,30
1139,32,Stayed,5,Master's degree,Other,Good,Female,Excellent,Excellent,3312,17,Great,Excellent,80,Great,3
1140,44,Stayed,7,Bachelor's degree,Medical,Good,Female,Great,Excellent,19049,14,Great,Excellent,80,Good,22
1141,30,Stayed,7,Bachelor's degree,Medical,Good,Male,Good,Good,2141,12,Great,Good,80,Good,6
1142,45,Stayed,5,PhD,Medical,Great,Female,Low,Low,5769,14,Great,Low,80,Great,10
1143,45,Stayed,26,Bachelor's degree,Marketing,Low,Male,Good,Low,4385,15,Great,Low,80,Great,10
1144,31,Stayed,2,Master's degree,Other,Excellent,Male,Great,Low,5332,13,Great,Excellent,80,Great,5
1145,36,Stayed,12,Master's degree,Life Sciences,Great,Female,Great,Great,4663,12,Great,Good,80,Great,3
1146,34,Stayed,10,Master's degree,Life Sciences,Great,Male,Excellent,Excellent,4724,13,Great,Low,80,Great,9
1147,49,Stayed,25,Master's degree,Life Sciences,Great,Female,Great,Low,3211,14,Great,Excellent,80,Good,9
1148,39,Stayed,10,PhD,Medical,Good,Male,Great,Low,5377,13,Great,Excellent,80,Great,7
1149,27,Stayed,19,Bachelor's degree,Other,Excellent,Male,Good,Low,4066,11,Great,Low,80,Great,7
1150,35,Stayed,18,PhD,Life Sciences,Good,Male,Excellent,Low,5208,11,Great,Excellent,80,Great,16
1151,28,Stayed,27,Bachelor's degree,Medical,Good,Female,Low,Low,4877,21,Excellent,Good,80,Good,5
1152,21,Stayed,5,Below College,Medical,Great,Male,Great,Excellent,3117,18,Great,Great,80,Great,2
1153,18,Churned,3,College,Medical,Good,Female,Great,Excellent,1569,12,Great,Great,80,Excellent,0
1154,47,Stayed,26,Master's degree,Life Sciences,Excellent,Female,Great,Great,19658,11,Great,Great,80,Great,5
1155,39,Stayed,3,College,Medical,Great,Male,Good,Great,3069,15,Great,Excellent,80,Great,10
1156,40,Stayed,15,Bachelor's degree,Life Sciences,Low,Female,Good,Great,10435,13,Great,Excellent,80,Great,18
1157,35,Stayed,8,Master's degree,Life Sciences,Great,Female,Great,Great,4148,12,Great,Excellent,80,Great,14
1158,37,Stayed,19,Bachelor's degree,Life Sciences,Great,Male,Great,Great,5768,17,Great,Low,80,Good,4
1159,39,Stayed,4,Bachelor's degree,Medical,Low,Female,Great,Great,5042,13,Great,Excellent,80,Low,9
1160,45,Stayed,2,College,Other,Excellent,Female,Good,Excellent,5770,19,Great,Low,80,Great,10
1161,38,Stayed,2,College,Medical,Excellent,Female,Good,Great,7756,19,Great,Excellent,80,Excellent,5
1162,35,Churned,10,Bachelor's degree,Medical,Excellent,Male,Good,Low,10306,17,Great,Great,80,Great,13
1163,37,Stayed,10,Bachelor's degree,Medical,Good,Female,Great,Good,3936,11,Great,Low,80,Low,8
1164,40,Stayed,16,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,7945,15,Great,Excellent,80,Good,4
1165,44,Stayed,1,PhD,Human Resources,Low,Male,Great,Excellent,5743,11,Great,Great,80,Great,10
1166,48,Stayed,4,PhD,Medical,Great,Male,Good,Excellent,15202,25,Excellent,Good,80,Great,2
1167,35,Churned,15,College,Medical,Low,Male,Low,Excellent,5440,14,Great,Excellent,80,Good,2
1168,24,Stayed,2,Below College,Technical Degree,Low,Female,Great,Excellent,3760,13,Great,Great,80,Great,6
1169,27,Stayed,8,Bachelor's degree,Medical,Good,Female,Excellent,Great,3517,17,Great,Low,80,Great,3
1170,27,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,2580,13,Great,Great,80,Good,4
1171,40,Churned,7,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2166,14,Great,Good,80,Low,4
1172,29,Stayed,10,Bachelor's degree,Medical,Great,Male,Good,Great,5869,11,Great,Great,80,Great,5
1173,36,Stayed,5,Master's degree,Life Sciences,Good,Female,Great,Low,8008,12,Great,Great,80,Great,3
1174,25,Stayed,2,Below College,Life Sciences,Excellent,Male,Excellent,Great,5206,17,Great,Great,80,Great,7
1175,39,Stayed,12,Bachelor's degree,Medical,Excellent,Male,Great,Good,5295,21,Excellent,Great,80,Great,5
1176,49,Stayed,22,Master's degree,Other,Low,Female,Great,Good,16413,16,Great,Good,80,Great,4
1177,50,Stayed,17,PhD,Life Sciences,Excellent,Female,Good,Low,13269,15,Great,Great,80,Great,14
1178,20,Stayed,2,Bachelor's degree,Medical,Great,Female,Great,Great,2783,19,Great,Low,80,Great,2
1179,34,Stayed,3,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,5433,12,Great,Great,80,Great,11
1180,36,Stayed,7,Bachelor's degree,Life Sciences,Low,Male,Great,Good,2013,11,Great,Great,80,Great,4
1181,49,Stayed,6,Below College,Life Sciences,Great,Female,Good,Great,13966,19,Great,Good,80,Great,15
1182,36,Stayed,1,Master's degree,Medical,Excellent,Female,Good,Great,4374,15,Great,Great,80,Great,3
1183,36,Stayed,3,College,Life Sciences,Excellent,Male,Excellent,Low,6842,20,Excellent,Low,80,Great,5
1184,54,Stayed,22,PhD,Medical,Good,Female,Great,Great,17426,25,Excellent,Great,80,Great,10
1185,43,Stayed,15,College,Life Sciences,Great,Male,Good,Great,17603,24,Excellent,Low,80,Great,14
1186,35,Churned,12,Master's degree,Other,Excellent,Male,Great,Excellent,4581,24,Excellent,Low,80,Excellent,11
1187,38,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,4735,15,Great,Excellent,80,Excellent,13
1188,29,Stayed,5,Bachelor's degree,Medical,Low,Male,Good,Good,4187,13,Great,Good,80,Good,10
1189,33,Stayed,2,Master's degree,Medical,Excellent,Male,Great,Excellent,5505,14,Great,Great,80,Great,6
1190,32,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Good,5470,13,Great,Great,80,Good,9
1191,31,Stayed,5,Master's degree,Life Sciences,Low,Female,Great,Excellent,5476,11,Great,Low,80,Great,10
1192,49,Stayed,16,Bachelor's degree,Medical,Excellent,Female,Great,Low,2587,16,Great,Good,80,Good,2
1193,38,Stayed,2,Bachelor's degree,Medical,Excellent,Female,Good,Good,2440,22,Excellent,Good,80,Great,4
1194,47,Stayed,2,Master's degree,Life Sciences,Good,Female,Excellent,Good,15972,14,Great,Great,80,Great,3
1195,49,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Great,15379,14,Great,Low,80,Great,8
1196,41,Stayed,23,College,Life Sciences,Excellent,Male,Great,Great,7082,16,Great,Excellent,80,Great,2
1197,20,Stayed,9,Below College,Life Sciences,Excellent,Male,Great,Low,2728,11,Great,Low,80,Great,2
1198,33,Stayed,16,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,5368,25,Excellent,Great,80,Great,6
1199,36,Stayed,26,Master's degree,Life Sciences,Low,Male,Great,Great,5347,14,Great,Good,80,Good,3
1200,44,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,3195,18,Great,Low,80,Great,2
1201,23,Churned,8,Below College,Medical,Excellent,Male,Good,Great,3989,11,Great,Low,80,Great,5
1202,38,Stayed,4,College,Medical,Excellent,Female,Great,Great,3306,19,Great,Excellent,80,Good,0
1203,53,Stayed,24,Master's degree,Medical,Good,Male,Excellent,Excellent,7005,15,Great,Great,80,Great,4
1204,48,Churned,7,College,Medical,Excellent,Female,Great,Great,2655,11,Great,Great,80,Great,9
1205,32,Churned,2,Master's degree,Life Sciences,Excellent,Male,Great,Good,1393,12,Great,Low,80,Great,1
1206,26,Stayed,7,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,2570,20,Excellent,Great,80,Great,7
1207,55,Stayed,22,Bachelor's degree,Technical Degree,Low,Male,Good,Good,3537,12,Great,Excellent,80,Great,4
1208,34,Stayed,5,College,Medical,Good,Male,Good,Excellent,3986,14,Great,Great,80,Excellent,15
1209,60,Stayed,1,Master's degree,Medical,Great,Male,Low,Excellent,10883,20,Excellent,Great,80,Excellent,1
1210,33,Stayed,21,Bachelor's degree,Medical,Good,Male,Excellent,Good,2028,18,Great,Excellent,80,Great,14
1211,37,Stayed,1,Master's degree,Medical,Great,Male,Low,Excellent,9525,14,Great,Great,80,Good,6
1212,34,Stayed,19,Bachelor's degree,Life Sciences,Good,Female,Good,Excellent,2929,12,Great,Good,80,Great,10
1213,23,Churned,7,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,2275,21,Excellent,Good,80,Great,3
1214,44,Stayed,2,Bachelor's degree,Life Sciences,Great,Female,Excellent,Excellent,7879,19,Great,Good,80,Great,8
1215,35,Stayed,2,Master's degree,Medical,Low,Male,Good,Excellent,4930,14,Great,Great,80,Excellent,5
1216,43,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,7847,17,Great,Low,80,Great,10
1217,24,Stayed,9,Bachelor's degree,Medical,Great,Male,Excellent,Great,4401,16,Great,Excellent,80,Great,5
1218,41,Stayed,6,Bachelor's degree,Marketing,Excellent,Male,Great,Great,9241,12,Great,Good,80,Great,10
1219,29,Stayed,9,Master's degree,Medical,Excellent,Female,Great,Great,2974,17,Great,Great,80,Great,5
1220,36,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Excellent,4502,15,Great,Great,80,Good,13
1221,45,Stayed,1,Below College,Life Sciences,Great,Male,Good,Great,10748,23,Excellent,Excellent,80,Good,23
1222,24,Churned,22,Below College,Human Resources,Excellent,Male,Low,Great,1555,11,Great,Great,80,Great,1
1223,47,Churned,9,Bachelor's degree,Life Sciences,Great,Male,Low,Great,12936,11,Great,Great,80,Low,23
1224,26,Stayed,17,Master's degree,Medical,Excellent,Male,Low,Great,2305,15,Great,Great,80,Excellent,3
1225,45,Stayed,28,College,Technical Degree,Excellent,Female,Good,Good,16704,11,Great,Great,80,Great,21
1226,32,Stayed,10,Bachelor's degree,Life Sciences,Low,Male,Great,Great,3433,13,Great,Low,80,Good,5
1227,31,Stayed,2,Master's degree,Life Sciences,Good,Male,Great,Great,3477,14,Great,Excellent,80,Excellent,5
1228,41,Stayed,4,Bachelor's degree,Human Resources,Great,Male,Low,Good,6430,19,Great,Good,80,Great,3
1229,40,Stayed,8,College,Life Sciences,Good,Female,Great,Low,6516,16,Great,Good,80,Great,1
1230,24,Stayed,29,Below College,Medical,Good,Male,Great,Low,3907,13,Great,Good,80,Excellent,6
1231,46,Stayed,13,Master's degree,Life Sciences,Great,Male,Great,Good,5562,14,Great,Excellent,80,Great,10
1232,35,Stayed,27,Master's degree,Life Sciences,Excellent,Male,Great,Great,6883,16,Great,Good,80,Great,7
1233,30,Stayed,16,Below College,Life Sciences,Good,Male,Great,Excellent,2862,12,Great,Good,80,Good,10
1234,47,Stayed,2,Master's degree,Marketing,Great,Male,Great,Good,4978,11,Great,Excellent,80,Low,1
1235,46,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,10368,12,Great,Good,80,Good,10
1236,36,Churned,13,PhD,Marketing,Good,Male,Good,Low,6134,13,Great,Good,80,Great,2
1237,32,Churned,1,College,Life Sciences,Low,Male,Low,Good,6735,15,Great,Good,80,Great,0
1238,23,Stayed,4,Below College,Medical,Great,Female,Great,Good,3295,13,Great,Great,80,Low,3
1239,31,Stayed,24,Below College,Technical Degree,Excellent,Female,Great,Excellent,5238,20,Excellent,Excellent,80,Good,5
1240,39,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,6472,15,Great,Excellent,80,Great,9
1241,32,Stayed,19,Bachelor's degree,Life Sciences,Excellent,Male,Low,Great,9610,13,Great,Great,80,Low,4
1242,40,Stayed,7,Master's degree,Medical,Good,Male,Great,Good,19833,14,Great,Good,80,Good,21
1243,45,Stayed,4,Bachelor's degree,Life Sciences,Great,Female,Low,Great,9756,21,Excellent,Great,80,Excellent,5
1244,30,Stayed,2,Master's degree,Technical Degree,Excellent,Female,Good,Low,4968,16,Great,Excellent,80,Great,9
1245,24,Stayed,10,Bachelor's degree,Medical,Low,Male,Great,Excellent,2145,14,Great,Excellent,80,Great,2
1246,30,Churned,8,Bachelor's degree,Human Resources,Great,Female,Good,Excellent,2180,11,Great,Great,80,Good,4
1247,31,Stayed,5,Bachelor's degree,Technical Degree,Low,Male,Great,Great,8346,19,Great,Great,80,Great,5
1248,27,Stayed,8,Bachelor's degree,Medical,Great,Female,Great,Excellent,3445,11,Great,Great,80,Good,6
